"From ""12_3_ProSynNuts_Re_highlighted_AV_SD.xlsx"" Lower values",c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11
time (h),Cont,NH4 (nM),NO3 (nM),,NH4,NH4 (nM),NO3 (nM),,NO3,NH4 (nM),NO3 (nM)
0,,5.460688005,10.68833571,,,5.488490549,9.667956834,,,5.460688005,10.44391567
24,,6.472029094,3.554455046,,,9.092858645,7.64327617,,,5.197212251,7.099214276
48,,3.156773394,0.84430592,,,1.966634546,1.57016278,,,0.91849413,24.03419318
72,,0.286145833,2.095121033,,,1.576640032,2.592175121,,,1.060111451,16.88890278
